#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018206190142
#Sectors = s0001-s0001
#Created Date = 2018-11-14
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00278988794-01,278988794,1,2,6021,4.30086,7.59213,0.000450824,54.3801,68.6659,0.40271,14.2097,0.0784479,1.23693,88823.8,1571.5,4.33332,1328.48,0.000835529,2.16666,0.920499,23.1321,3.81666,4,0.20909,91.7668,46.1519,1054.98,292.746
00278988794-02,278988794,2,2,6021,4.30086,7.59291,0.00195478,31.9018,40.1068,0.236247,10.5965,0.0784532,1.23693,34532.7,1808.6,4.54715,1332.28,0.00243782,2.27357,0.919169,2.9683,3.01944,3,58.0463,20.4126,16.779,1054.94,292.706
00279088163-01,279088163,1,1,5218.39,4.66218,14.5431,0.00893664,3.59176,0.610763,0.038109,9.14724,0.125633,0.86333,1743.74,178.358,12.5662,1334.82,0.00577669,0.468472,0.109346,3.27422,-2.2625,2,1.46165,9.57085,6.87185,603.622,31.3747
00279245231-01,279245231,1,1,6092,4.28824,14.942,0.00229831,6.00833,6.0282,0.0433021,15.4756,0.124242,1.27099,2166.99,285.033,7.70128,1329.13,0.00162462,0.320067,0.00072156,3.26948,-1.34861,2,1.91023,13.7637,11.6911,859.781,129.144
00279254042-01,279254042,1,2,5070,4.438,0.596908,1.58386e-005,25.4744,0.498733,0.233347,1.97336,0.0138812,1,59687.7,2475.39,2.82277,1325.85,0.000362387,0.775559,0.562744,17.6752,0.29849,47,132.161,19.7973,5.95192,1898.83,3072.32
00279254042-02,279254042,2,2,5070,4.438,0.596877,2.83362e-006,46.6182,7.18386,0.427024,2.90851,0.0138807,1,85434,345.761,1.79903,1325.57,7.47342e-005,0.899514,0.960656,1.2297,-0.12083,47,255.641,60.7502,14.8301,1898.86,3072.54
00279314488-01,279314488,1,2,6434,3.59607,1.83257,1.4408e-005,103.822,31.7281,0.316239,3.8819,0.0320136,3.00727,52635.8,150.115,3.43401,1326.42,0.000106003,1.71701,0.946963,67.1021,0.91623,15,119.978,273.3,95.856,2751.64,13548.4
00279314488-02,279314488,2,2,6434,3.59607,1.83259,5.73304e-005,50.5456,15.7847,0.15396,2.91017,0.0320138,3.00727,13965.6,169.646,3.36141,1325.5,0.000430203,1.6807,0.950692,3.84375,-0.21484,16,291.279,64.4956,21.6575,2751.63,13548.2
00279570232-01,279570232,1,1,5638.71,4.58923,9.03821,0.00478941,4.54434,35.8206,0.0389457,95.5119,0.0997453,1.06883,1736.77,1343.54,0.709557,1330.31,0.00654543,0.0299508,0.340681,4.54291,-1.20555,3,0.07152,7.15577,5.19613,814.479,104.002
00279614617-01,279614617,1,2,5522.77,4.18738,9.79568,0.00360373,21.2471,53.4596,0.0629884,10.9731,0.15689,3.08984,1427.82,191.82,2.50536,1332.62,0.00415054,1.25268,0.998073,4.0064,-2.20417,3,12.4306,13.345,13.1389,1081.48,323.294
00279614617-02,279614617,2,2,5522.77,4.18738,15.5184,0.00296628,11.5395,3.46619,0.0342098,40.403,0.213209,3.08984,1311.19,167.957,2.67522,1334.45,0.00198789,0.115101,0.488478,4.52342,-3.50694,2,4.40144,9.97287,10.036,927.715,175.057
00279615956-01,279615956,1,1,5812.38,4.17942,0.571274,6.50896e-005,3.50815,0.962751,0.0235717,1.81227,0.0135909,1.36328,575.835,37.2632,2.02269,1325.52,0.00161763,0.0952695,0.699309,3.69147,0.30278,49,44.6987,9.84461,3.53308,2568.7,10289.1
00279674387-01,279674387,1,2,7190,3.91104,0.215629,2.05001e-005,2.48248,1.43404,0.00976838,3.19003,0,2.32788,106.286,21.5043,0.518784,1325.3,0.000599598,0.00544382,0.218722,6.29954,0.16042,130,71.392,7.20394,2.31867,0,0
00279674387-02,279674387,2,2,7190,3.91104,0.215622,2.76975e-005,4.02994,1.23218,0.0158575,1.17562,0,2.32788,170.779,54.4425,0.633741,1325.46,0.00107545,0.316871,0.987201,5.84505,0.10836,129,106.68,7.33138,3.77512,0,0
00279741379-01,279741379,1,1,4628.53,4.32239,17.9921,0.00245147,2.54717,0.314303,0.0315693,24.9031,0.10057,0.739077,918.36,55.4413,3.34559,1332.32,0.00161453,0.318125,0.834985,4.85683,-2.40972,2,158.77,19.0297,23.5128,553.664,22.2079
00279955276-01,279955276,1,3,6123,4.26799,0.576852,4.66003e-006,47.8382,8.03706,0.33491,2.61637,0.0142459,1.30841,74876.1,556.534,1.86311,1325.7,0.000114482,0.931554,0.870092,14.1271,0.2865,48,128.281,57.4024,14.0002,2589.3,10623.1
00279955276-02,279955276,2,3,6123,4.26799,0.57685,1.43777e-005,30.1686,8.26337,0.211207,1.96112,0.0142459,1.30841,18406.7,411.125,1.84959,1325.41,0.000371519,0.924793,0.996657,10.9197,0.41667,49,35.5881,16.0677,4.94508,2589.31,10623.2
00279955276-03,279955276,3,3,6123,4.26799,0.577053,4.61647e-005,21.4582,34.7835,0.150226,1.95838,0.0142492,1.30841,9886.39,1677.18,1.5698,1326.08,0.00694266,0.784899,0.987651,3.20698,0.3185,49,18.1554,9.82494,2.70959,2589,10618.2
00280052690-01,280052690,1,1,4593,4.438,2.85051,8.8427e-005,32.4702,4.49566,0.297428,3.13658,0.0393644,1,34635,1483.67,6.13599,1325.6,0.000447186,3.068,0.999989,3.39518,0.36806,10,3558.7,189.352,76.5304,1021.5,257.316
00280793949-01,280793949,1,3,9013.97,4.438,0.501869,5.69932e-005,2.17077,0.369853,0.0106837,1.62515,0.01871,1.86118,108.281,13.9428,1.48818,1325.73,0.00133516,0.0640788,0.86642,11.5082,0.24991,55,33.3588,7.32002,2.51358,3967.03,58530.3
00280793949-02,280793949,2,3,9013.97,4.438,0.501696,3.97503e-005,2.20452,1.2769,0.0108499,2.58413,0.0187057,1.86118,130.554,10.7798,1.54024,1325.48,0.000979203,0.0174537,0.0147902,3.18758,0.12639,56,83.5416,10.2504,4.73046,3967.48,58557.2
00280793949-03,280793949,3,3,9013.97,4.438,1.1271,0.000105212,3.23557,1.77668,0.0159243,17.1224,0.0320865,1.86118,270.059,36.0201,0.438234,1325.89,0.00153083,0.00941514,0.523472,3.02206,0.10104,25,6.72069,8.71869,4.39723,3029.29,19901.5
00280794284-01,280794284,1,1,8422,4.09602,0.535735,3.84464e-005,1.98381,1.18245,0.00847987,7.13462,0.016512,2.14293,79.6726,11.1831,0.563511,1325.41,0.000879461,0.00506524,0.243391,5.8218,0.22917,52,11.6559,8.11591,2.77779,4233.61,75921.3
00280830734-01,280830734,1,1,6340.3,4.18,1.16233,0.000115754,3.80893,1.94475,0.021736,8.83279,0.0243438,1.60517,442.89,58.8688,0.558442,1325.77,0.00146394,0.0431332,0.859469,2.8343,0.18646,24,25.641,8.42935,3.52266,2271.79,6294.94
00281459670-01,281459670,1,1,5943,4.42524,3.1742,0.000148312,13.957,0.188559,0.12061,9.10026,0.0435374,1.06,16233.3,243.587,2.74887,1328.04,0.00061167,0.362044,0.445706,2.10914,0.26528,8,8.93414,60.7795,22.3991,1293.96,662.52
00281461138-01,281461138,1,1,2824,4.438,0.651436,0.000129671,25.861,22.9868,0.236887,1.19725,0.0147142,1,22023.6,5631.25,7.81723,1325.55,0.00284035,3.90862,0.999975,2.14003,0.47667,43,22.1073,7.65892,2.71389,1027.28,263.193
00281541555-01,281541555,1,1,5377,4.42476,4.7432,0.00120039,10.7764,10.8831,0.100647,16.0918,0.0540136,0.980778,12034.1,940.312,2.4724,1329.9,0.00254541,0.227977,0.0882796,2.69581,-0.35833,5,0.86759,12.2363,7.80944,1011.03,246.936
00281562429-01,281562429,1,1,4444,3.36424,16.2257,0.00379074,16.0356,3.00755,0.0494163,11.7611,0.113793,2.97244,3034.49,308.011,11.075,1327.84,0.00259231,0.522715,0.00149249,5.24036,-2.32222,2,16.2885,18.598,18.7424,1002.23,238.442
00281582156-01,281582156,1,2,4774,4.0801,9.07139,0.00159372,7.41145,1.66025,0.0520308,21.1768,0.0772678,1.30479,3314.09,398.248,3.44403,1327.18,0.00192329,0.170465,0.00842797,6.72888,1.86389,3,102.061,23.8871,30.2769,865.656,132.71
00281582156-02,281582156,2,2,4774,4.0801,12.101,0.0127983,13.6163,2.28362,0.0955905,17.9819,0.0936333,1.30479,7604.67,1038.19,3.25257,1336.51,0.00675462,1.29313,0.895098,7.80682,1.62917,2,18.3318,15.0758,15.5368,786.375,90.3731
00281598578-01,281598578,1,1,5895,3.98083,21.7441,0.00704463,7.06354,1.42621,0.0369322,11.3175,0.156076,1.75192,1586.14,237.432,15.2407,1327.9,0.00488709,0.54421,0.00539485,2.99445,3.18472,2,0.04058,8.17542,7.99817,871.495,136.327
00287328866-01,287328866,1,2,5846,4.33269,1.03841,4.38757e-005,24.6328,26.041,0.194493,2.59313,0.0204473,1.16013,19609.6,359.812,2.37584,1325.71,0.000643273,1.18792,0.960065,1.96515,0.43056,27,109.633,37.8501,9.68322,1943.06,3368.72
00287328866-02,287328866,2,2,5846,4.33269,0.961365,0.000264945,11.4517,35.028,0.0904192,1.71519,0.0194229,1.16013,3075.96,317.297,2.35112,1325.51,0.00375492,1.17556,0.998173,3.08307,0.47361,29,26.3217,8.83664,5.15862,1993.64,3733.42
00289793076-01,289793076,1,1,5523,4.52192,3.04394,0.000195894,14.1061,0.344641,0.145183,10.1323,0.0405832,0.89,24886.9,583.099,2.63278,1328.08,0.00090179,0.335035,0.0331308,1.57701,1.44305,9,10.4863,32.1141,11.6271,1141.27,400.937
00289823771-01,289823771,1,1,5023,4.652,12.0449,0.00426898,3.28916,1.01346,0.0421626,23.3772,0.0969157,0.714586,2081.52,173.656,3.83195,1335.66,0.00298931,0.179062,0.373014,5.48848,-0.36944,2,116.323,20.478,26.4457,601.846,31.0072
00289825677-01,289825677,1,1,6375,4.00461,16.0976,0.00481945,5.77869,1.00245,0.0284822,22.0181,0.135301,1.85846,792.703,84.2293,3.55443,1327.97,0.00321124,0.271105,0.808352,9.85987,-1.3125,2,2126.72,49.8258,69.7434,1042.55,279.198
00289826199-01,289826199,1,1,7051,4.16439,12.0835,0.00543711,5.6251,4.84292,0.0301118,9.32899,0.119566,1.71116,904.042,93.5316,6.68609,1332.06,0.00364087,0.479857,0.780094,6.5742,-0.70556,2,29.3186,14.9517,16.9256,1177.02,453.584
00289827750-01,289827750,1,1,3379,4.92386,18.8409,0.0154493,7.78558,6.4092,0.219435,18.8967,0.0951552,0.325,38677.6,6311.66,6.64603,1325.76,0.0105077,3.32302,0.853106,3.64513,-0.48194,2,6.48871,9.23598,9.36193,275.553,1.36252
00289828268-01,289828268,1,1,5759.9,4.15,11.2224,0.00469358,6.28667,1.09749,0.0428144,12.615,0.0958735,1.34502,1678.13,114.742,3.95994,1333.37,0.00313859,0.590241,0.865902,4.20742,-2.14861,2,369.507,21.8579,29.1889,951.967,194.093
00289839102-01,289839102,1,1,5482,4.438,23.1106,0.00924741,5.36525,1.78818,0.0312731,77.2405,0.214737,1.57151,1027.71,134.01,1.77672,1325.93,0.00124372,0.0973031,0.677782,4.07006,-0.22083,2,12.9934,7.69101,5.79731,654.389,43.3376
00289840928-01,289840928,1,3,3120,5.05691,0.199958,3.89421e-006,2.78051,0.514466,0.123042,1.84509,0.0037676,0.207,14273.7,596.25,0.732491,1325.34,0.000177035,0.228715,0.825668,18.7053,0.0875,140,43.0666,23.6507,4.16877,1020.47,256.282
00289840928-02,289840928,2,3,3120,5.05691,0.199965,5.16349e-006,3.19197,4.8966,0.141249,1.75628,0.00376769,0.207,7380.33,498.359,0.598788,1325.43,0.000249363,0.299394,0.998971,7.61091,0.05417,139,107.158,19.8853,3.74693,1020.46,256.27
00289840928-03,289840928,3,3,3120,5.05691,0.199961,2.45987e-005,1.7351,13.0974,0.0767808,2.51913,0.00376763,0.207,3630.02,1747.47,0.329816,1325.48,0.00454773,0.164908,0.953921,0,0.1,139,155.183,8.62187,3.84391,1020.46,256.277
00289841314-01,289841314,1,2,5360.9,3.58,6.35625,0.00289212,4.45073,0.930835,0.0322689,8.28462,0.040643,1.26341,824.359,160.778,2.50099,1330.33,0.00501748,0.587627,0.941284,3.98487,1.03194,4,1.61922,9.31672,6.88545,1318.89,715.085
00289841314-02,289841314,2,2,5360.9,3.58,9.28909,0.00208121,4.46342,1.53486,0.0323609,18.8166,0.05234,1.26341,1222.16,142.026,3.74261,1325.8,0.0025719,0.12757,0.286497,3.67042,-0.69167,3,7.18131,8.73319,6.65147,1162.21,431.182
00289842172-01,289842172,1,1,3696,4.438,21.8443,0.0036912,3.04155,0.255637,0.0278607,24.6484,0.153008,1,713.629,80.1478,3.85525,1326.08,0.00217714,0.366618,0.855976,6.17522,1.04722,2,3.96133,12.5781,10.9027,416.933,7.14146
00289915963-01,289915963,1,1,5994,4.4141,14.4352,0.00471595,4.33103,1.1894,0.0367093,19.0499,0.120027,1.08072,1563.18,151.317,6.00422,1328.54,0.00326128,0.212802,0.00608825,18.0266,1.10972,2,99.2351,19.9682,26.2927,793.643,93.761
00289916363-01,289916363,1,2,3360,4.93457,17.3537,0.00546669,2.19013,1.34773,0.063688,78.191,0.0889501,0.315,4775.93,924.611,1.80307,1326.49,0.00346181,0.108023,0.0240554,23.5553,-0.38333,2,1229.18,33.0955,47.7998,279.006,1.4321
00289916363-02,289916363,2,2,3360,4.93457,11.3481,0.0122975,1.81522,0.36859,0.0527857,6.47728,0.0670142,0.315,3282.5,423.113,14.1534,1332.6,0.00877612,0.715073,0.000629117,3.7046,1.93472,2,293.561,35.1116,47.648,321.442,2.52309
00289917522-01,289917522,1,1,6247,4.30728,12.5497,0.00341743,16.9049,3.46772,0.12096,20.6533,0.112767,1.28017,12601.4,1291.95,3.15319,1331.56,0.00241775,1.5766,0.892281,7.85878,-0.45139,2,175.06,26.3443,33.5522,928.765,175.851
00289934729-01,289934729,1,1,8981,4.438,14.1389,-1,41.9123,-1,0.383918,49.7034,0.114489,1,161836,-1,3,1329.46,-1,0.839439,0.1,12.8269,-0.55139,2,380,22.6482,29.5181,1171.21,444.689
00289934844-01,289934844,1,1,6151,4.27798,8.08923,0.00197365,3.7407,3.96436,0.0263532,13.962,0.0831313,1.30022,797.053,91.1762,4.47996,1327.27,0.00362447,0.118792,0.175703,6.30844,0.65694,4,550.355,26.467,36.0045,1073.41,313.744
00289951419-01,289951419,1,1,6415.88,4.438,10.2746,0.00381695,5.77571,2.30921,0.0220094,18.4913,0.166059,2.40378,550.384,56.518,4.24071,1333.75,0.00258798,0.0958707,0.218049,6.76987,-0.54583,2,18.4913,10.8687,12.2843,1077.12,318.111
00289953153-01,289953153,1,1,3308,4.96224,15.864,0.00564101,2.68471,0.620557,0.0850938,23.7798,0.0808057,0.289,8521.35,576.913,5.53198,1328.67,0.00396412,0.434064,0.00453333,15.8082,-0.88056,2,446.638,31.6278,42.0947,276.048,1.37234
00290025694-01,290025694,1,1,3479,4.87346,12.6172,0.0068363,3.08463,0.636985,0.0749478,19.9912,0.0773591,0.377,6623.37,678.887,5.18311,1331.4,0.00474937,0.362006,0.0320724,5.53995,-0.96806,2,23.8144,12.9419,13.6313,338.892,3.11721
00290045270-01,290045270,1,1,5824,4.33676,12.7769,0.00553236,8.44326,8.44962,0.0671826,10.4247,0.108757,1.1512,4290.19,232.722,6.30956,1330.79,0.0038659,1.15138,0.82963,4.51086,-0.52361,2,1667.01,47.7753,65.6122,836.102,115.494
00290045451-01,290045451,1,1,5647,4.37017,17.6062,0.00413031,4.94393,4.99932,0.0418259,26.4603,0.132639,1.08274,2057.86,128.601,5.296,1325.78,0.002938,0.212809,0.0215033,5.42771,1.00555,2,389.631,23.6901,30.63,711.927,60.7104
00290045481-01,290045481,1,1,5811,4.33916,12.8942,0.00622515,8.2566,8.26653,0.0659966,9.60599,0.109292,1.14598,3610.13,262.019,5.45046,1330.68,0.00432921,2.08143,0.925604,13.2226,-0.36944,2,1074.74,35.4158,47.8678,830.303,112.323
00290049697-01,290049697,1,1,5487,4.438,12.1439,0.00115301,29.2855,9.98004,0.268256,12.4515,0.103449,1,29487.2,398.188,5.87033,1335.34,0.000750934,2.93517,0.996248,4.82638,8.55694,2,7952.37,109.649,144.54,752.771,75.8878
00290076312-01,290076312,1,1,5226,4.4552,10.4707,0.00402298,4.60926,4.66903,0.0456017,16.7816,0.0902066,0.925865,2494.41,159.331,4.98711,1333.11,0.00277253,0.217752,0.00398748,3.10521,0.67361,2,453.8,26.6613,35.1087,738.782,70.402
00290076869-01,290076869,1,1,3378,4.92519,8.8766,0.00294841,1.35861,1.34305,0.0384103,34.3926,0.0575545,0.324,1738.02,270.916,2.04704,1334.04,0.00379977,0.0757944,0.0273657,5.93777,1.46806,3,12.7848,9.20497,9.06754,353.659,3.69707
00290077397-01,290077397,1,1,5748,3.29932,14.5128,0.00779653,29.442,47.9684,0.0716764,6.88898,0.117604,3.76261,1831.97,22699.8,6.27137,1329.36,0.00558483,3.13568,1,13.5608,-0.82639,2,315.568,23.1341,30.084,1434.64,1001.13
00290131778-01,290131778,1,1,6188,4.27166,3.3089,9.41211e-005,7.83082,7.83103,0.054388,4.11202,0.046022,1.31887,3227.5,30.2796,5.67195,1325.37,0.000426297,0.409117,0.537517,3.31196,0.60278,9,1031.43,96.0511,42.1254,1461.71,1078.86
00290403648-01,290403648,1,1,2924,4.438,13.9647,0.00425084,2.45756,0.810714,0.0225113,19.3858,0.113547,1,581.184,61.322,5.12789,1335.45,0.00283716,0.136859,0.4223,10.6851,-0.93194,2,75.5052,16.4595,19.2232,382.896,5.07976
00290496318-01,290496318,1,1,3406,4.438,12.3406,0.00221532,11.1006,0.519818,0.101682,22.6648,0.104564,1,11478.7,861.648,3.98872,1337.36,0.00154083,0.505893,0.543353,7.52627,-0.58333,2,0.82182,17.8634,15.3595,464.779,11.0282
00290547036-01,290547036,1,1,5336,3.7132,0.903301,-1,11.038,-1,0.0457123,3.64369,0.017808,2.21185,527997,0,2,1325.87,-1,0.0904881,0.1,41.9367,0.46025,0,110.006,43.5694,11.1037,2624.09,11205.6
00029285612-01,29285612,1,1,6140,4.25,13.371,0.00409873,3.23983,4.45157,0.0323487,66.3329,0.0901515,0.917408,1199.18,182.189,1.57083,1330.77,0.00281076,0.0504623,0.158984,6.892,-0.66389,2,10.444,8.89584,9.04574,864.281,131.868
00293345927-01,293345927,1,3,6150,3.52649,0.539571,2.14252e-005,29.5168,14.7822,0.0875564,1.65175,0,3.08801,3236.8,127.289,1.41944,1325.37,0.000601105,0.70972,0.991962,10.7063,0.26806,52,25.1203,19.6944,4.43787,0,0
00293345927-02,293345927,2,3,6150,3.52649,0.539573,5.16309e-005,22.6914,24.6771,0.0673102,1.45722,0,3.08801,1649.02,259.224,1.48355,1325.64,0.00153703,0.741777,0.999885,8.61185,0.37436,52,13.4542,8.96963,3.01119,0,0
00293345927-03,293345927,3,3,6150,3.52649,0.269857,2.14178e-005,42.6001,14.89,0.126366,1.10584,0,3.08801,10039.3,1095.36,3.23829,1325.45,0.000726628,1.61914,0.946793,3.90396,0.06771,104,21.4108,9.06577,3.81825,0,0
00293438694-01,293438694,1,1,4030,4.438,16.2684,0.00384844,2.10203,0.35423,0.0296367,13.8136,0.0943024,0.649691,1071.05,147.802,9.25743,1331.71,0.00254862,0.267798,0.0582689,4.20141,1.14305,2,2.6449,9.11209,8.93609,466.755,11.217
00029344935-01,29344935,1,1,5346,4.48823,2.76675,0.000250726,11.7684,0.510322,0.115913,9.07076,0.0382121,0.93,15936.2,509.957,2.58478,1326.13,0.00128769,0.274734,0.145709,2.03666,1.80139,10,22.1102,24.2126,9.50153,1163.76,433.479
00293480903-01,293480903,1,2,6180.3,4.53,15.139,0.000436499,26.9426,7.18577,0.260251,30.1348,0.124123,0.948298,33570.2,321.209,3.1138,1330.98,0.000310186,1.5569,0.964781,32.9744,11.3486,2,5.96412,117.591,83.6452,753.787,76.2984
00293480903-02,293480903,2,2,6180.3,4.53,7.56995,0.000502698,15.5879,7.74446,0.15057,11.2514,0.0781953,0.948298,9799.3,201.19,3.02659,1327.19,0.000936796,1.51329,0.989982,4.01233,4.86528,4,6.15809,48.2697,25.3861,949.694,192.245
00293482385-01,293482385,1,1,3097,4.438,24.2999,0.00212589,13.1848,1.80537,0.120773,137.894,0.16427,1,17362.6,2029.03,1.50883,1326.65,0.00151826,0.162594,0.00356029,3.83195,0.24722,2,16.5734,17.6163,17.8633,337.174,3.05448
00293507177-01,293507177,1,1,3834,4.61088,0.569426,3.80355e-005,2.05761,0.198422,0.0274749,3.22761,0.0119478,0.686,897.754,110.866,1.40933,1325.48,0.000924589,0.0389472,3.48368e-005,5.78921,0.33889,49,20.97,8.91342,3.59854,1281.92,638.213
00029388651-01,29388651,1,1,5780,4.438,12.1731,0.00389443,2.41526,0.754182,0.0221239,17.8981,0.103615,1,572.84,77.6394,5.31364,1335.44,0.00181012,0.115132,0.00328712,6.47869,1.32639,2,5.12109,12.2775,10.8013,792.335,93.1443
00029392968-01,29392968,1,1,5608,4.35985,13.4606,0.00318111,4.05755,1.506,0.0340881,30.7966,0.11054,1.09033,1369.2,124.969,3.45339,1331.05,0.00222274,0.113887,0.00938267,4.0309,-1.24028,2,186.626,21.4934,28.0399,777.175,86.2175
00293972244-01,293972244,1,1,2717,4.438,11.8608,0.008418,3.17344,0.868069,0.0290688,12.1799,0.101835,1,1001.19,115.06,7.54737,1335.48,0.00508882,0.220584,0.179809,6.25197,1.68333,2,10.6997,10.3939,10.0788,375.692,4.70814
00294273900-01,294273900,1,2,6770,4.11642,0.236076,2.66429e-006,31.5215,9.1531,0.165477,2.18852,0,1.74488,10838.8,116152,0.563711,1325.5,8.5982e-005,0.281855,1,12.2914,0.17572,118,128.397,21.8507,8.27127,0,0
00294273900-02,294273900,2,2,6770,4.11642,0.236069,-1,4.91303,-1,0.0257918,3.73121,0.00846898,1.74488,0,0,0.5,1325.45,-1,0.0130049,0.1,14.9114,0.17669,0,64.9677,30.9641,4.60642,4287.93,79893.6
00029430495-01,29430495,1,3,6253.2,4.54,14.6241,0.00353448,5.00218,0.678414,0.0507374,31.6408,0.11831,0.903085,2461.48,216.873,2.24171,1329.06,0.00242603,0.33143,0.83744,9.67256,-0.9,2,83.6946,18.2106,18.9286,762.339,79.8202
00029430495-02,29430495,2,3,6253.2,4.54,15.3132,0.00581892,4.76366,2.06154,0.0483181,24.3505,0.121998,0.903085,1784.8,614.902,2.03746,1328.83,0.00372391,1.01873,0.958857,10.0691,-1.36667,2,19.0636,10.7957,10.9069,750.728,75.0674
00029430495-03,29430495,3,3,6253.2,4.54,11.2769,0.00911522,2.84724,0.508012,0.0288797,8.96533,0.0994871,0.903085,911.926,105.296,8.66607,1331.53,0.00627009,0.322622,0.500511,2.5773,-2.8,2,8.88701,9.46098,10.2521,831.333,112.881
00029430569-01,29430569,1,2,3044,5.09707,16.622,0.0125666,3.24196,0.743702,0.165902,12.1802,0.0671742,0.179,32304.6,2797.94,12.1735,1326.49,0.00894854,1.73549,0.00136249,4.30339,3.39305,2,51.9087,17.5332,16.2088,219.261,0.546222
00029430569-02,29430569,2,2,3044,5.09707,0.346844,9.14419e-005,2.25807,2.0305,0.115553,1.12553,0.0050914,0.179,7051.01,652.111,3.4684,1325.44,0.00419655,1.7342,0.965911,3.87859,0.20099,81,42.6413,7.67479,2.4874,796.424,95.0821
00029431427-01,29431427,1,1,6349,4.13483,9.66469,0.00586009,5.25781,1.28353,0.0302542,6.35959,0.0959771,1.5919,680.279,183.595,4.02236,1333.87,0.00582713,2.01118,0.971753,6.79044,0.65556,3,12.993,10.323,11.3887,1140.96,400.503
00029437243-01,29437243,1,1,7072,4.21647,17.287,0.00430046,6.54724,1.48097,0.0371223,18.408,0.152057,1.61555,1456.35,140.914,5.96931,1326.66,0.00281872,0.340227,0.62014,4.03403,5.2625,2,92.1211,16.6666,20.2353,1017.17,252.98
00294399290-01,294399290,1,1,6471,4.00429,13.5708,0.0037255,6.16751,1.67839,0.0298555,23.4987,0.122174,1.89227,1007.27,123.602,4.40198,1333.95,0.00261265,0.136407,0.256518,4.58146,1.66944,2,6.46429,8.42106,8.02009,1123.74,376.863
00294750180-01,294750180,1,2,3590,4.73713,22.4048,0.0026674,2.09558,1.16425,0.0380897,91.6905,0.123981,0.503959,1694.57,356.84,1.89092,1328.13,0.00168228,0.0730182,0.227124,8.93395,0.37639,2,18.4721,20.6819,18.6796,319.378,2.45891
00294750180-02,294750180,2,2,3590,4.73713,9.22527,0.00435975,2.79795,0.97921,0.0508561,21.1871,0.0686196,0.503959,2428.2,1038.22,2.092,1332.32,0.00533141,0.317801,0.842321,4.9578,1.975,3,1094.49,98.8977,142,429.299,8.02713
00029475080-01,29475080,1,1,4966,3.40925,5.69231,0.00246231,5.92748,2.22803,0.0183405,7.16418,0.0584345,2.96045,349.332,60.8724,4.49748,1327.13,0.00611628,0.158296,0.70374,4.01501,3.49861,5,5.07242,7.77164,7.81794,1559.71,1398.6
00294754396-01,294754396,1,1,3736,4.438,22.3589,0.00349754,4.74294,2.34933,0.0434455,74.1304,0.155402,1,2252.08,296.302,2.39959,1327.02,0.0025461,0.100333,0.0657118,3.71303,2.96389,2,1.87499,12.0162,8.62208,418.187,7.22777
00029478974-01,29478974,1,3,4737,1.7,12.4539,0.000243916,32.2907,8.51135,0.376363,27.2446,0.0109548,0.785902,69872.8,322.532,3.47283,1333.79,0.000159242,1.73641,0.952382,56.7421,5.13194,2,0.71187,302.111,223.557,1770.42,2321.83
00029478974-02,29478974,2,3,4737,1.7,24.9078,0.00126737,13.6429,4.18476,0.159014,29.6487,0.0173897,0.785902,13712.4,275.034,4.21083,1326.46,0.000869961,2.10542,0.955694,1.48196,0.60278,2,0.00409,63.0402,44.6738,1405.19,921.417
00029478974-03,29478974,3,3,4737,1.7,13.883,0.00528576,6.81136,0.817379,0.0793895,11.1488,0.0117776,0.785902,5715.67,333.698,6.16765,1329.65,0.00372936,1.57656,0.864718,12.4827,-0.89861,2,612.654,38.1333,51.4251,1707.46,2008.75
00029493647-01,29493647,1,1,3990,4.438,15.7842,0.00323547,2.48709,0.463836,0.0355663,25.6064,0.0915526,0.640547,1447.72,165.951,4.31584,1327.5,0.00218397,0.191445,0.482797,5.48174,-0.65139,2,21.8722,12.5903,15.979,465.699,11.1158
